2460 530
2471 510
2482 490
2493 650
2504 510
2515 530
2526 480
2537 480
2548 530
2559 510
2570 540
2581 520
2592 500
2603 540
2614 500
2625 520
2636 510
2647 510
2658 540
2669 510
2680 750
2691 2160
2702 560
2713 600
2724 460
2735 540
2746 500
2757 560
2768 500
2779 480
2790 580
2801 490
2812 570
2823 500
2834 520
2845 480
2856 530
2867 540
2878 470
2889 580
2900 500
2911 640
2922 500
2933 560
2944 540
2955 540
2966 520
2977 540
2988 490
2999 540
3010 500
3021 590
3032 510
3043 520
3054 510
3065 500
3076 500
3087 470
3098 650
3109 530
3120 500
3131 490
3142 550
3153 500
3164 450
3175 520
3186 540
3197 510
3208 510
3219 480
3230 530
3241 610
3252 510
3263 480
3274 510
3285 520
3296 490
3307 550
3318 520
3329 510
3340 510
3351 570
3362 510
3373 540
3384 490
3395 540
3406 470
3417 490
3428 530
3439 510
3450 510
3461 460
3472 530
3483 500
3494 560
3505 510
3516 590
3527 550
3538 520
3549 520
3560 480
3571 510
3582 480
3593 540
3604 540
3615 510
3626 490
3637 490
3648 550
3659 530
3670 570
3681 510
3692 490
3703 580
3714 480
3725 500
3736 520
3747 470
3758 520
3769 480
3780 520
3791 560
3802 500
3813 600
3824 490
3835 510
3846 490
3857 480
3868 580
3879 570
3890 490
3901 510
3912 560
3923 470
3934 530
3945 500
3956 490
3967 520
3978 480
3989 540
4000 520
4011 500
4022 500
4033 520
4044 510
4055 520
4066 480
4077 490
4088 560
4099 520
4110 520
4121 520
4132 600
4143 560
4154 590
4165 620
4176 590
4187 620
4198 580
4209 590
4220 580
4231 640
4242 580
4253 580
4264 600
4275 620
4286 590
4297 560
4308 630
4319 570
4330 530
4341 550
4352 560
4363 510
4374 530
4385 550
4396 530
4407 580
4418 590
4429 580
4440 550
4451 520
4462 520
4473 5920
4484 510
4495 560
4506 550
4517 590
4528 520
4539 550
4550 550
4561 540
4572 500
4583 570
4594 570
4605 540
4616 500
4627 570
4638 600
4649 610
4660 610
4671 570
4682 560
4693 560
4704 570
4715 550
4726 560
4737 650
4748 580
4759 610
4770 510
4781 550
4792 550
4803 560
4814 530
4825 510
4836 560
4847 620
4858 580
4869 570
4880 640
4891 530
4902 540
4913 510
4924 570
4935 550
4946 870
4957 570
4968 510
4979 610
4990 570
5001 540
5012 540
5023 570
5034 510
5045 570
5056 540
5067 580
5078 590
5089 550
5100 630
5111 690
5122 550
5133 560
5144 570
5155 550
5166 570
5177 570
5188 540
5199 620
5210 560
5221 580
5232 530
5243 550
5254 570
5265 500
5276 540
5287 590
5298 580
5309 580
5320 650
5331 570
5342 580
5353 550
5364 510
5375 550
5386 600
5397 560
5408 600
5419 590
5430 580
5441 600
5452 540
5463 530
5474 550
5485 520
5496 530
5507 560
5518 570
5529 510
5540 570
5551 580
5562 560
5573 560
5584 520
5595 580
5606 540
5617 530
5628 530
5639 580
5650 560
5661 570
5672 580
5683 550
5694 580
5705 570
5716 520
5727 570
5738 580
5749 580
5760 500
5771 560
5782 550
5793 580
5804 550
5815 630
5826 610
5837 570
5848 550
5859 570
5870 580
5881 580
5892 560
5903 560
5914 600
5925 660
5936 580
5947 580
5958 540
5969 530
5980 530
5991 600
6002 540
6013 620
6024 790
6035 830
6046 870
6057 1010
6068 750
6079 590
6090 600
6101 550
6112 560
6123 630
6134 540
6145 540
6156 540
6167 530
6178 560
6189 660
6200 590
6211 630
6222 590
6233 570
6244 560
6255 890
6266 580
6277 560
6288 530
6299 620
6310 600
6321 660
6332 550
6343 570
6354 610
6365 580
6376 510
6387 570
6398 540
6409 540
6420 590
6431 610
6442 550
6453 630
6464 800
6475 790
6486 860
6497 800
6508 570
6519 580
6530 620
6541 620
6552 550
6563 630
6574 580
6585 730
6596 630
6607 620
6618 570
6629 590
6640 950
6651 1110
6662 1110
6673 850
6684 1650
6695 600
6706 760
6717 1200
6728 750
6739 850
6750 880
6761 570
6772 610
6783 600
6794 620
6805 600
6816 1060
6827 1380
6838 1280
6849 1100
6860 1110
6871 1250
6882 1140
6893 1380
6904 1330
6915 1210
6926 1000
6937 730
6948 650
6959 600
6970 700
6981 680
6992 770
7003 670
7014 600
7025 610
7036 730
7047 840
7058 850
7069 680
7080 620
7091 680
7102 570
7113 600
7124 570
7135 550
7146 640
7157 550
7168 550
7179 550
7190 640
7201 580
7212 580
7223 630
7234 560
7245 570
7256 610
7267 1270
7278 1290
7289 940
7300 820
7311 870
7322 880
7333 670
7344 580
7355 570
7366 870
7377 1030
7388 1190
7399 910
7410 1030
7421 980
7432 700
7443 700
7454 950
7465 1580
7476 1200
7487 1230
7498 990
7509 860
7520 840
7531 1000
7542 1130
7553 930
7564 850
7575 1110
7586 990
7597 820
7608 940
7619 690
7630 840
7641 940
7652 990
7663 990
7674 920
7685 970
7696 880
7707 1010
7718 1260
7729 820
7740 980
7751 1100
7762 790
7773 960
7784 760
7795 900
7806 840
7817 920
7828 1170
7839 910
7850 760
7861 830
7872 900
7883 860
7894 950
7905 890
7916 830
7927 860
7938 900
7949 910
7960 980
7971 970
7982 1300
7993 1020
8004 830
8015 860
8026 970
8037 910
8048 880
8059 870
8070 930
8081 950
8092 890
8103 1250
8114 1180
8125 840
8136 980
8147 810
8158 840
8169 850
8180 760
8191 800
8202 650
8213 860
8224 650
8235 890
8246 1060
8257 880
8268 1220
8279 870
8290 760
8301 740
8312 860
8323 1100
8334 990
8345 900
8356 790
8367 1020
8378 840
8389 930
8400 1030
8411 620
8422 680
8433 640
8444 580
8455 620
8466 640
8477 620
8488 640
8499 810
8510 650
8521 660
8532 580
8543 640
8554 660
8565 670
8576 620
8587 640
8598 650
8609 640
8620 610
8631 620
8642 640
8653 620
8664 640
8675 660
8686 650
8697 630
8708 650
8719 670
8730 680
8741 590
8752 590
8763 840
8774 1170
8785 830
8796 970
8807 950
8818 870
8829 760
8840 900
8851 950
8862 950
8873 1180
8884 1060
8895 870
8906 910
8917 990
8928 1050
8939 870
8950 810
8961 840
8972 1210
8983 990
8994 1020
9005 910
9016 980
9027 1050
9038 1130
9049 1230
9060 910
9071 890
9082 750
9093 1390
9104 1030
9115 660
9126 690
9137 640
9148 620
9159 610
9170 620
9181 640
9192 600
9203 600
9214 580
9225 620
9236 600
9247 650
9258 660
9269 1020
9280 1000
9291 830
9302 680
9313 690
9324 1600
9335 750
9346 850
9357 710
9368 720
9379 720
9390 620
9401 620
9412 650
9423 630
9434 690
9445 660
9456 650
9467 620
9478 650
9489 620
9500 630
9511 600
9522 650
9533 640
9544 630
9555 680
9566 610
9577 590
9588 600
9599 670
9610 590
9621 630
9632 650
9643 630
9654 640
9665 680
9676 630
9687 670
9698 600
9709 680
9720 600
9731 680
9742 690
9753 640
9764 640
9775 650
9786 740
9797 630
9808 650
9819 650
9830 590
9841 630
9852 620
9863 740
9874 640
9885 660
9896 620
9907 650
9918 640
9929 700
9940 620
9951 600
9962 710
9973 660
9984 640
9995 640
